 PRIMARY DESCRIPTION,Date,Counts
BATTERY,2020-08-19,114
BURGLARY,2020-08-19,27
CRIMINAL DAMAGE,2020-08-19,74
CRIMINAL SEXUAL ASSAULT,2020-08-19,4
CRIMINAL TRESPASS,2020-08-19,6
DECEPTIVE PRACTICE,2020-08-19,33
INTERFERENCE WITH PUBLIC OFFICER,2020-08-19,1
MOTOR VEHICLE THEFT,2020-08-19,36
NARCOTICS,2020-08-19,9
OBSCENITY,2020-08-19,1
OFFENSE INVOLVING CHILDREN,2020-08-19,1
OTHER OFFENSE,2020-08-19,40
PROSTITUTION,2020-08-19,1
PUBLIC PEACE VIOLATION,2020-08-19,1
ROBBERY,2020-08-19,31
SEX OFFENSE,2020-08-19,2
THEFT,2020-08-19,140
WEAPONS VIOLATION,2020-08-19,31
ARSON,2020-08-20,4
ASSAULT,2020-08-20,67
BATTERY,2020-08-20,123
BURGLARY,2020-08-20,22
CRIMINAL DAMAGE,2020-08-20,71
CRIMINAL SEXUAL ASSAULT,2020-08-20,4
CRIMINAL TRESPASS,2020-08-20,7
DECEPTIVE PRACTICE,2020-08-20,44
GAMBLING,2020-08-20,1
HOMICIDE,2020-08-20,2
INTERFERENCE WITH PUBLIC OFFICER,2020-08-20,1
MOTOR VEHICLE THEFT,2020-08-20,36
NARCOTICS,2020-08-20,12
OFFENSE INVOLVING CHILDREN,2020-08-20,7
OTHER OFFENSE,2020-08-20,34
PUBLIC PEACE VIOLATION,2020-08-20,4
ROBBERY,2020-08-20,29
SEX OFFENSE,2020-08-20,6
STALKING,2020-08-20,1
THEFT,2020-08-20,130
WEAPONS VIOLATION,2020-08-20,27
ASSAULT,2020-08-21,51
BATTERY,2020-08-21,125
BURGLARY,2020-08-21,19
CRIMINAL DAMAGE,2020-08-21,66
CRIMINAL SEXUAL ASSAULT,2020-08-21,3
CRIMINAL TRESPASS,2020-08-21,19
DECEPTIVE PRACTICE,2020-08-21,33
INTERFERENCE WITH PUBLIC OFFICER,2020-08-21,2
INTIMIDATION,2020-08-21,1
KIDNAPPING,2020-08-21,1
LIQUOR LAW VIOLATION,2020-08-21,2
MOTOR VEHICLE THEFT,2020-08-21,34
NARCOTICS,2020-08-21,16
OFFENSE INVOLVING CHILDREN,2020-08-21,3
OTHER OFFENSE,2020-08-21,47
PUBLIC PEACE VIOLATION,2020-08-21,4
ROBBERY,2020-08-21,37
SEX OFFENSE,2020-08-21,2
THEFT,2020-08-21,155
WEAPONS VIOLATION,2020-08-21,30
ARSON,2020-08-22,2
ASSAULT,2020-08-22,56
BATTERY,2020-08-22,163
BURGLARY,2020-08-22,33
CRIMINAL DAMAGE,2020-08-22,74
CRIMINAL SEXUAL ASSAULT,2020-08-22,6
CRIMINAL TRESPASS,2020-08-22,16
DECEPTIVE PRACTICE,2020-08-22,18
HOMICIDE,2020-08-22,4
INTERFERENCE WITH PUBLIC OFFICER,2020-08-22,4
KIDNAPPING,2020-08-22,1
LIQUOR LAW VIOLATION,2020-08-22,2
MOTOR VEHICLE THEFT,2020-08-22,26
NARCOTICS,2020-08-22,15
OBSCENITY,2020-08-22,1
OFFENSE INVOLVING CHILDREN,2020-08-22,5
OTHER OFFENSE,2020-08-22,41
PUBLIC PEACE VIOLATION,2020-08-22,4
ROBBERY,2020-08-22,25
SEX OFFENSE,2020-08-22,2
THEFT,2020-08-22,113
WEAPONS VIOLATION,2020-08-22,29
ARSON,2020-08-23,2
ASSAULT,2020-08-23,52
BATTERY,2020-08-23,160
BURGLARY,2020-08-23,24
CONCEALED CARRY LICENSE VIOLATION,2020-08-23,1
CRIMINAL DAMAGE,2020-08-23,97
CRIMINAL SEXUAL ASSAULT,2020-08-23,1
CRIMINAL TRESPASS,2020-08-23,9
DECEPTIVE PRACTICE,2020-08-23,18
HOMICIDE,2020-08-23,1
INTERFERENCE WITH PUBLIC OFFICER,2020-08-23,3
MOTOR VEHICLE THEFT,2020-08-23,32
NARCOTICS,2020-08-23,10
OFFENSE INVOLVING CHILDREN,2020-08-23,4
OTHER OFFENSE,2020-08-23,33
PUBLIC PEACE VIOLATION,2020-08-23,1
ROBBERY,2020-08-23,18
SEX OFFENSE,2020-08-23,3
STALKING,2020-08-23,1
THEFT,2020-08-23,118
WEAPONS VIOLATION,2020-08-23,35
ARSON,2020-08-24,3
ASSAULT,2020-08-24,55
BATTERY,2020-08-24,130
BURGLARY,2020-08-24,25
CRIMINAL DAMAGE,2020-08-24,94
CRIMINAL TRESPASS,2020-08-24,19
DECEPTIVE PRACTICE,2020-08-24,36
MOTOR VEHICLE THEFT,2020-08-24,30
NARCOTICS,2020-08-24,11
OFFENSE INVOLVING CHILDREN,2020-08-24,3
OTHER OFFENSE,2020-08-24,34
PUBLIC PEACE VIOLATION,2020-08-24,1
ROBBERY,2020-08-24,29
SEX OFFENSE,2020-08-24,2
THEFT,2020-08-24,139
WEAPONS VIOLATION,2020-08-24,21
ARSON,2020-08-25,3
ASSAULT,2020-08-25,50
BATTERY,2020-08-25,115
BURGLARY,2020-08-25,23
CRIMINAL DAMAGE,2020-08-25,61
CRIMINAL SEXUAL ASSAULT,2020-08-25,2
CRIMINAL TRESPASS,2020-08-25,15
DECEPTIVE PRACTICE,2020-08-25,31
HOMICIDE,2020-08-25,1
INTERFERENCE WITH PUBLIC OFFICER,2020-08-25,6
KIDNAPPING,2020-08-25,1
LIQUOR LAW VIOLATION,2020-08-25,1
MOTOR VEHICLE THEFT,2020-08-25,34
NARCOTICS,2020-08-25,16
OFFENSE INVOLVING CHILDREN,2020-08-25,7
OTHER OFFENSE,2020-08-25,41
PUBLIC PEACE VIOLATION,2020-08-25,4
ROBBERY,2020-08-25,28
SEX OFFENSE,2020-08-25,5
THEFT,2020-08-25,158
WEAPONS VIOLATION,2020-08-25,26
ARSON,2020-08-26,3
ASSAULT,2020-08-26,64
BATTERY,2020-08-26,112
BURGLARY,2020-08-26,28
CRIMINAL DAMAGE,2020-08-26,83
CRIMINAL SEXUAL ASSAULT,2020-08-26,3
CRIMINAL TRESPASS,2020-08-26,14
DECEPTIVE PRACTICE,2020-08-26,36
HOMICIDE,2020-08-26,4
INTERFERENCE WITH PUBLIC OFFICER,2020-08-26,1
INTIMIDATION,2020-08-26,1
LIQUOR LAW VIOLATION,2020-08-26,1
MOTOR VEHICLE THEFT,2020-08-26,31
NARCOTICS,2020-08-26,15
OFFENSE INVOLVING CHILDREN,2020-08-26,4
OTHER OFFENSE,2020-08-26,41
ROBBERY,2020-08-26,23
SEX OFFENSE,2020-08-26,2
THEFT,2020-08-26,137
WEAPONS VIOLATION,2020-08-26,39
ARSON,2020-08-27,2
ASSAULT,2020-08-27,68
BATTERY,2020-08-27,110
BURGLARY,2020-08-27,15
CRIMINAL DAMAGE,2020-08-27,69
CRIMINAL SEXUAL ASSAULT,2020-08-27,1
CRIMINAL TRESPASS,2020-08-27,12
DECEPTIVE PRACTICE,2020-08-27,39
HOMICIDE,2020-08-27,3
INTERFERENCE WITH PUBLIC OFFICER,2020-08-27,1
MOTOR VEHICLE THEFT,2020-08-27,28
NARCOTICS,2020-08-27,12
OBSCENITY,2020-08-27,1
OFFENSE INVOLVING CHILDREN,2020-08-27,3
OTHER OFFENSE,2020-08-27,38
PUBLIC PEACE VIOLATION,2020-08-27,2
ROBBERY,2020-08-27,27
SEX OFFENSE,2020-08-27,3
THEFT,2020-08-27,132
WEAPONS VIOLATION,2020-08-27,19
ASSAULT,2020-08-28,61
BATTERY,2020-08-28,129
BURGLARY,2020-08-28,39
CRIMINAL DAMAGE,2020-08-28,74
CRIMINAL SEXUAL ASSAULT,2020-08-28,1
CRIMINAL TRESPASS,2020-08-28,14
DECEPTIVE PRACTICE,2020-08-28,39
HOMICIDE,2020-08-28,6
INTERFERENCE WITH PUBLIC OFFICER,2020-08-28,2
LIQUOR LAW VIOLATION,2020-08-28,1
MOTOR VEHICLE THEFT,2020-08-28,30
NARCOTICS,2020-08-28,20
OFFENSE INVOLVING CHILDREN,2020-08-28,4
OTHER OFFENSE,2020-08-28,31
PUBLIC PEACE VIOLATION,2020-08-28,1
ROBBERY,2020-08-28,23
SEX OFFENSE,2020-08-28,1
STALKING,2020-08-28,2
THEFT,2020-08-28,142
WEAPONS VIOLATION,2020-08-28,39
ARSON,2020-08-29,3
ASSAULT,2020-08-29,62
BATTERY,2020-08-29,148
BURGLARY,2020-08-29,30
CONCEALED CARRY LICENSE VIOLATION,2020-08-29,1
CRIMINAL DAMAGE,2020-08-29,66
CRIMINAL SEXUAL ASSAULT,2020-08-29,5
CRIMINAL TRESPASS,2020-08-29,10
DECEPTIVE PRACTICE,2020-08-29,28
HOMICIDE,2020-08-29,3
INTERFERENCE WITH PUBLIC OFFICER,2020-08-29,2
KIDNAPPING,2020-08-29,1
LIQUOR LAW VIOLATION,2020-08-29,2
MOTOR VEHICLE THEFT,2020-08-29,27
NARCOTICS,2020-08-29,16
OFFENSE INVOLVING CHILDREN,2020-08-29,2
OTHER OFFENSE,2020-08-29,36
PUBLIC PEACE VIOLATION,2020-08-29,6
ROBBERY,2020-08-29,14
SEX OFFENSE,2020-08-29,4
STALKING,2020-08-29,1
THEFT,2020-08-29,130
WEAPONS VIOLATION,2020-08-29,44
ARSON,2020-08-30,5
ASSAULT,2020-08-30,55
BATTERY,2020-08-30,158
BURGLARY,2020-08-30,25
CONCEALED CARRY LICENSE VIOLATION,2020-08-30,2
CRIMINAL DAMAGE,2020-08-30,89
CRIMINAL SEXUAL ASSAULT,2020-08-30,2
CRIMINAL TRESPASS,2020-08-30,9
DECEPTIVE PRACTICE,2020-08-30,24
HOMICIDE,2020-08-30,4
INTERFERENCE WITH PUBLIC OFFICER,2020-08-30,3
MOTOR VEHICLE THEFT,2020-08-30,25
NARCOTICS,2020-08-30,22
OFFENSE INVOLVING CHILDREN,2020-08-30,2
OTHER NARCOTIC VIOLATION,2020-08-30,1
OTHER OFFENSE,2020-08-30,37
PROSTITUTION,2020-08-30,1
PUBLIC INDECENCY,2020-08-30,1
PUBLIC PEACE VIOLATION,2020-08-30,2
ROBBERY,2020-08-30,33
SEX OFFENSE,2020-08-30,1
STALKING,2020-08-30,1
THEFT,2020-08-30,102
WEAPONS VIOLATION,2020-08-30,50
ARSON,2020-08-31,2
ASSAULT,2020-08-31,65
BATTERY,2020-08-31,153
BURGLARY,2020-08-31,19
CONCEALED CARRY LICENSE VIOLATION,2020-08-31,1
CRIMINAL DAMAGE,2020-08-31,98
CRIMINAL SEXUAL ASSAULT,2020-08-31,3
CRIMINAL TRESPASS,2020-08-31,18
DECEPTIVE PRACTICE,2020-08-31,45
HOMICIDE,2020-08-31,2
INTERFERENCE WITH PUBLIC OFFICER,2020-08-31,1
MOTOR VEHICLE THEFT,2020-08-31,25
NARCOTICS,2020-08-31,11
OFFENSE INVOLVING CHILDREN,2020-08-31,7
OTHER OFFENSE,2020-08-31,40
PUBLIC PEACE VIOLATION,2020-08-31,3
ROBBERY,2020-08-31,27
SEX OFFENSE,2020-08-31,3
THEFT,2020-08-31,136
WEAPONS VIOLATION,2020-08-31,28
ARSON,2020-09-01,2
ASSAULT,2020-09-01,56
BATTERY,2020-09-01,85
BURGLARY,2020-09-01,25
CRIMINAL DAMAGE,2020-09-01,69
CRIMINAL SEXUAL ASSAULT,2020-09-01,6
CRIMINAL TRESPASS,2020-09-01,14
DECEPTIVE PRACTICE,2020-09-01,58
HOMICIDE,2020-09-01,1
KIDNAPPING,2020-09-01,1
MOTOR VEHICLE THEFT,2020-09-01,31
NARCOTICS,2020-09-01,18
OBSCENITY,2020-09-01,1
OFFENSE INVOLVING CHILDREN,2020-09-01,14
OTHER OFFENSE,2020-09-01,43
ROBBERY,2020-09-01,29
SEX OFFENSE,2020-09-01,6
STALKING,2020-09-01,1
THEFT,2020-09-01,136
WEAPONS VIOLATION,2020-09-01,29
ASSAULT,2020-09-02,54
BATTERY,2020-09-02,123
BURGLARY,2020-09-02,15
CONCEALED CARRY LICENSE VIOLATION,2020-09-02,1
CRIMINAL DAMAGE,2020-09-02,59
CRIMINAL TRESPASS,2020-09-02,15
DECEPTIVE PRACTICE,2020-09-02,35
HOMICIDE,2020-09-02,2
INTERFERENCE WITH PUBLIC OFFICER,2020-09-02,1
KIDNAPPING,2020-09-02,1
LIQUOR LAW VIOLATION,2020-09-02,1
MOTOR VEHICLE THEFT,2020-09-02,36
NARCOTICS,2020-09-02,11
OFFENSE INVOLVING CHILDREN,2020-09-02,5
OTHER OFFENSE,2020-09-02,36
PUBLIC PEACE VIOLATION,2020-09-02,3
ROBBERY,2020-09-02,24
SEX OFFENSE,2020-09-02,1
THEFT,2020-09-02,125
WEAPONS VIOLATION,2020-09-02,19
ARSON,2020-09-03,2
ASSAULT,2020-09-03,62
BATTERY,2020-09-03,110
BURGLARY,2020-09-03,17
CONCEALED CARRY LICENSE VIOLATION,2020-09-03,1
CRIMINAL DAMAGE,2020-09-03,67
CRIMINAL SEXUAL ASSAULT,2020-09-03,3
CRIMINAL TRESPASS,2020-09-03,13
DECEPTIVE PRACTICE,2020-09-03,33
HOMICIDE,2020-09-03,5
INTERFERENCE WITH PUBLIC OFFICER,2020-09-03,1
INTIMIDATION,2020-09-03,1
LIQUOR LAW VIOLATION,2020-09-03,1
MOTOR VEHICLE THEFT,2020-09-03,26
NARCOTICS,2020-09-03,13
OFFENSE INVOLVING CHILDREN,2020-09-03,5
OTHER OFFENSE,2020-09-03,30
ROBBERY,2020-09-03,25
SEX OFFENSE,2020-09-03,3
STALKING,2020-09-03,2
THEFT,2020-09-03,119
WEAPONS VIOLATION,2020-09-03,21
ARSON,2020-09-04,1
ASSAULT,2020-09-04,59
BATTERY,2020-09-04,119
BURGLARY,2020-09-04,22
CONCEALED CARRY LICENSE VIOLATION,2020-09-04,1
CRIMINAL DAMAGE,2020-09-04,86
CRIMINAL SEXUAL ASSAULT,2020-09-04,2
CRIMINAL TRESPASS,2020-09-04,12
DECEPTIVE PRACTICE,2020-09-04,43
HOMICIDE,2020-09-04,3
INTERFERENCE WITH PUBLIC OFFICER,2020-09-04,2
INTIMIDATION,2020-09-04,1
MOTOR VEHICLE THEFT,2020-09-04,29
NARCOTICS,2020-09-04,17
OFFENSE INVOLVING CHILDREN,2020-09-04,8
OTHER OFFENSE,2020-09-04,32
PUBLIC PEACE VIOLATION,2020-09-04,3
ROBBERY,2020-09-04,18
SEX OFFENSE,2020-09-04,3
STALKING,2020-09-04,3
THEFT,2020-09-04,143
WEAPONS VIOLATION,2020-09-04,35
ARSON,2020-09-05,2
ASSAULT,2020-09-05,70
BATTERY,2020-09-05,147
BURGLARY,2020-09-05,19
CONCEALED CARRY LICENSE VIOLATION,2020-09-05,1
CRIMINAL DAMAGE,2020-09-05,73
CRIMINAL SEXUAL ASSAULT,2020-09-05,3
CRIMINAL TRESPASS,2020-09-05,13
DECEPTIVE PRACTICE,2020-09-05,35
INTERFERENCE WITH PUBLIC OFFICER,2020-09-05,1
KIDNAPPING,2020-09-05,1
MOTOR VEHICLE THEFT,2020-09-05,31
NARCOTICS,2020-09-05,22
OFFENSE INVOLVING CHILDREN,2020-09-05,4
OTHER OFFENSE,2020-09-05,40
PUBLIC PEACE VIOLATION,2020-09-05,3
ROBBERY,2020-09-05,17
SEX OFFENSE,2020-09-05,8
THEFT,2020-09-05,127
WEAPONS VIOLATION,2020-09-05,50
ARSON,2020-09-06,2
ASSAULT,2020-09-06,54
BATTERY,2020-09-06,149
BURGLARY,2020-09-06,25
CRIMINAL DAMAGE,2020-09-06,80
CRIMINAL SEXUAL ASSAULT,2020-09-06,3
CRIMINAL TRESPASS,2020-09-06,17
DECEPTIVE PRACTICE,2020-09-06,29
HOMICIDE,2020-09-06,6
INTERFERENCE WITH PUBLIC OFFICER,2020-09-06,2
LIQUOR LAW VIOLATION,2020-09-06,1
MOTOR VEHICLE THEFT,2020-09-06,24
NARCOTICS,2020-09-06,17
OFFENSE INVOLVING CHILDREN,2020-09-06,4
OTHER OFFENSE,2020-09-06,33
PROSTITUTION,2020-09-06,7
PUBLIC PEACE VIOLATION,2020-09-06,3
ROBBERY,2020-09-06,25
SEX OFFENSE,2020-09-06,3
THEFT,2020-09-06,94
WEAPONS VIOLATION,2020-09-06,63
ARSON,2020-09-07,4
ASSAULT,2020-09-07,59
BATTERY,2020-09-07,127
BURGLARY,2020-09-07,19
CONCEALED CARRY LICENSE VIOLATION,2020-09-07,1
CRIMINAL DAMAGE,2020-09-07,63
CRIMINAL SEXUAL ASSAULT,2020-09-07,2
CRIMINAL TRESPASS,2020-09-07,12
DECEPTIVE PRACTICE,2020-09-07,18
HOMICIDE,2020-09-07,4
INTERFERENCE WITH PUBLIC OFFICER,2020-09-07,4
INTIMIDATION,2020-09-07,2
KIDNAPPING,2020-09-07,1
LIQUOR LAW VIOLATION,2020-09-07,1
MOTOR VEHICLE THEFT,2020-09-07,21
NARCOTICS,2020-09-07,30
OFFENSE INVOLVING CHILDREN,2020-09-07,5
OTHER OFFENSE,2020-09-07,43
PROSTITUTION,2020-09-07,9
PUBLIC PEACE VIOLATION,2020-09-07,1
ROBBERY,2020-09-07,29
SEX OFFENSE,2020-09-07,1
THEFT,2020-09-07,103
WEAPONS VIOLATION,2020-09-07,36
ARSON,2020-09-08,2
ASSAULT,2020-09-08,44
BATTERY,2020-09-08,72
BURGLARY,2020-09-08,24
CONCEALED CARRY LICENSE VIOLATION,2020-09-08,1
CRIMINAL DAMAGE,2020-09-08,74
CRIMINAL SEXUAL ASSAULT,2020-09-08,3
CRIMINAL TRESPASS,2020-09-08,15
DECEPTIVE PRACTICE,2020-09-08,43
HOMICIDE,2020-09-08,2
INTERFERENCE WITH PUBLIC OFFICER,2020-09-08,1
INTIMIDATION,2020-09-08,1
KIDNAPPING,2020-09-08,1
MOTOR VEHICLE THEFT,2020-09-08,29
NARCOTICS,2020-09-08,14
OFFENSE INVOLVING CHILDREN,2020-09-08,4
OTHER OFFENSE,2020-09-08,40
PUBLIC PEACE VIOLATION,2020-09-08,1
ROBBERY,2020-09-08,24
SEX OFFENSE,2020-09-08,1
STALKING,2020-09-08,1
THEFT,2020-09-08,124
WEAPONS VIOLATION,2020-09-08,18
ARSON,2020-09-09,2
ASSAULT,2020-09-09,41
BATTERY,2020-09-09,88
BURGLARY,2020-09-09,18
CRIMINAL DAMAGE,2020-09-09,65
CRIMINAL SEXUAL ASSAULT,2020-09-09,4
CRIMINAL TRESPASS,2020-09-09,5
DECEPTIVE PRACTICE,2020-09-09,36
INTERFERENCE WITH PUBLIC OFFICER,2020-09-09,2
INTIMIDATION,2020-09-09,1
KIDNAPPING,2020-09-09,1
LIQUOR LAW VIOLATION,2020-09-09,1
MOTOR VEHICLE THEFT,2020-09-09,36
NARCOTICS,2020-09-09,15
OFFENSE INVOLVING CHILDREN,2020-09-09,2
OTHER OFFENSE,2020-09-09,30
PUBLIC PEACE VIOLATION,2020-09-09,2
ROBBERY,2020-09-09,30
SEX OFFENSE,2020-09-09,3
STALKING,2020-09-09,1
THEFT,2020-09-09,130
WEAPONS VIOLATION,2020-09-09,21
ARSON,2020-09-10,1
ASSAULT,2020-09-10,52
BATTERY,2020-09-10,91
BURGLARY,2020-09-10,23
CRIMINAL DAMAGE,2020-09-10,59
CRIMINAL SEXUAL ASSAULT,2020-09-10,1
CRIMINAL TRESPASS,2020-09-10,9
DECEPTIVE PRACTICE,2020-09-10,23
HOMICIDE,2020-09-10,1
INTERFERENCE WITH PUBLIC OFFICER,2020-09-10,2
LIQUOR LAW VIOLATION,2020-09-10,1
MOTOR VEHICLE THEFT,2020-09-10,35
NARCOTICS,2020-09-10,17
OBSCENITY,2020-09-10,1
OFFENSE INVOLVING CHILDREN,2020-09-10,8
OTHER OFFENSE,2020-09-10,42
PUBLIC PEACE VIOLATION,2020-09-10,2
ROBBERY,2020-09-10,31
SEX OFFENSE,2020-09-10,1
THEFT,2020-09-10,143
WEAPONS VIOLATION,2020-09-10,20
ARSON,2020-09-11,2
ASSAULT,2020-09-11,64
BATTERY,2020-09-11,125
BURGLARY,2020-09-11,17
CRIMINAL DAMAGE,2020-09-11,82
CRIMINAL SEXUAL ASSAULT,2020-09-11,2
CRIMINAL TRESPASS,2020-09-11,13
DECEPTIVE PRACTICE,2020-09-11,32
INTIMIDATION,2020-09-11,1
KIDNAPPING,2020-09-11,1
MOTOR VEHICLE THEFT,2020-09-11,37
NARCOTICS,2020-09-11,16
OFFENSE INVOLVING CHILDREN,2020-09-11,4
OTHER OFFENSE,2020-09-11,33
PROSTITUTION,2020-09-11,7
ROBBERY,2020-09-11,26
SEX OFFENSE,2020-09-11,1
STALKING,2020-09-11,1
THEFT,2020-09-11,158
WEAPONS VIOLATION,2020-09-11,31
ARSON,2020-09-12,3
ASSAULT,2020-09-12,66
BATTERY,2020-09-12,97
BURGLARY,2020-09-12,14
CRIMINAL DAMAGE,2020-09-12,79
CRIMINAL SEXUAL ASSAULT,2020-09-12,4
CRIMINAL TRESPASS,2020-09-12,12
DECEPTIVE PRACTICE,2020-09-12,24
HOMICIDE,2020-09-12,6
INTERFERENCE WITH PUBLIC OFFICER,2020-09-12,4
INTIMIDATION,2020-09-12,1
MOTOR VEHICLE THEFT,2020-09-12,41
NARCOTICS,2020-09-12,19
OFFENSE INVOLVING CHILDREN,2020-09-12,1
OTHER OFFENSE,2020-09-12,21
PROSTITUTION,2020-09-12,5
PUBLIC PEACE VIOLATION,2020-09-12,3
ROBBERY,2020-09-12,22
SEX OFFENSE,2020-09-12,1
THEFT,2020-09-12,109
WEAPONS VIOLATION,2020-09-12,26
ARSON,2020-09-13,1
ASSAULT,2020-09-13,57
BATTERY,2020-09-13,125
BURGLARY,2020-09-13,16
CONCEALED CARRY LICENSE VIOLATION,2020-09-13,1
CRIMINAL DAMAGE,2020-09-13,84
CRIMINAL SEXUAL ASSAULT,2020-09-13,2
CRIMINAL TRESPASS,2020-09-13,9
DECEPTIVE PRACTICE,2020-09-13,19
HOMICIDE,2020-09-13,4
KIDNAPPING,2020-09-13,1
MOTOR VEHICLE THEFT,2020-09-13,38
NARCOTICS,2020-09-13,9
OFFENSE INVOLVING CHILDREN,2020-09-13,5
OTHER OFFENSE,2020-09-13,31
PUBLIC PEACE VIOLATION,2020-09-13,4
ROBBERY,2020-09-13,29
SEX OFFENSE,2020-09-13,5
THEFT,2020-09-13,107
WEAPONS VIOLATION,2020-09-13,29
ARSON,2020-09-14,2
ASSAULT,2020-09-14,47
BATTERY,2020-09-14,118
BURGLARY,2020-09-14,19
CRIMINAL DAMAGE,2020-09-14,77
CRIMINAL SEXUAL ASSAULT,2020-09-14,5
CRIMINAL TRESPASS,2020-09-14,10
DECEPTIVE PRACTICE,2020-09-14,35
HOMICIDE,2020-09-14,5
INTERFERENCE WITH PUBLIC OFFICER,2020-09-14,1
INTIMIDATION,2020-09-14,1
KIDNAPPING,2020-09-14,1
MOTOR VEHICLE THEFT,2020-09-14,33
NARCOTICS,2020-09-14,10
OFFENSE INVOLVING CHILDREN,2020-09-14,5
OTHER OFFENSE,2020-09-14,32
PUBLIC PEACE VIOLATION,2020-09-14,1
ROBBERY,2020-09-14,31
SEX OFFENSE,2020-09-14,2
THEFT,2020-09-14,126
WEAPONS VIOLATION,2020-09-14,23
ARSON,2020-09-15,4
ASSAULT,2020-09-15,62
BATTERY,2020-09-15,108
BURGLARY,2020-09-15,23
CRIMINAL DAMAGE,2020-09-15,72
CRIMINAL SEXUAL ASSAULT,2020-09-15,2
CRIMINAL TRESPASS,2020-09-15,7
DECEPTIVE PRACTICE,2020-09-15,37
HOMICIDE,2020-09-15,3
HUMAN TRAFFICKING,2020-09-15,1
MOTOR VEHICLE THEFT,2020-09-15,29
NARCOTICS,2020-09-15,13
OFFENSE INVOLVING CHILDREN,2020-09-15,9
OTHER OFFENSE,2020-09-15,36
PUBLIC PEACE VIOLATION,2020-09-15,1
ROBBERY,2020-09-15,30
SEX OFFENSE,2020-09-15,6
THEFT,2020-09-15,131
WEAPONS VIOLATION,2020-09-15,20
ARSON,2020-09-16,4
ASSAULT,2020-09-16,62
BATTERY,2020-09-16,112
BURGLARY,2020-09-16,26
CONCEALED CARRY LICENSE VIOLATION,2020-09-16,1
CRIMINAL DAMAGE,2020-09-16,82
CRIMINAL SEXUAL ASSAULT,2020-09-16,4
CRIMINAL TRESPASS,2020-09-16,18
DECEPTIVE PRACTICE,2020-09-16,31
HOMICIDE,2020-09-16,1
INTERFERENCE WITH PUBLIC OFFICER,2020-09-16,2
INTIMIDATION,2020-09-16,1
KIDNAPPING,2020-09-16,1
MOTOR VEHICLE THEFT,2020-09-16,29
NARCOTICS,2020-09-16,15
OFFENSE INVOLVING CHILDREN,2020-09-16,1
OTHER OFFENSE,2020-09-16,42
PROSTITUTION,2020-09-16,1
PUBLIC PEACE VIOLATION,2020-09-16,3
ROBBERY,2020-09-16,19
SEX OFFENSE,2020-09-16,1
THEFT,2020-09-16,132
WEAPONS VIOLATION,2020-09-16,26
ASSAULT,2020-09-17,57
BATTERY,2020-09-17,107
BURGLARY,2020-09-17,17
CRIMINAL DAMAGE,2020-09-17,58
CRIMINAL SEXUAL ASSAULT,2020-09-17,1
CRIMINAL TRESPASS,2020-09-17,9
DECEPTIVE PRACTICE,2020-09-17,42
HOMICIDE,2020-09-17,1
INTERFERENCE WITH PUBLIC OFFICER,2020-09-17,1
INTIMIDATION,2020-09-17,3
LIQUOR LAW VIOLATION,2020-09-17,1
MOTOR VEHICLE THEFT,2020-09-17,27
NARCOTICS,2020-09-17,10
OFFENSE INVOLVING CHILDREN,2020-09-17,9
OTHER OFFENSE,2020-09-17,33
PROSTITUTION,2020-09-17,4
PUBLIC PEACE VIOLATION,2020-09-17,2
ROBBERY,2020-09-17,18
SEX OFFENSE,2020-09-17,3
THEFT,2020-09-17,99
WEAPONS VIOLATION,2020-09-17,22
ASSAULT,2020-09-18,47
BATTERY,2020-09-18,111
BURGLARY,2020-09-18,25
CRIMINAL DAMAGE,2020-09-18,77
CRIMINAL SEXUAL ASSAULT,2020-09-18,6
CRIMINAL TRESPASS,2020-09-18,8
DECEPTIVE PRACTICE,2020-09-18,38
HOMICIDE,2020-09-18,2
INTIMIDATION,2020-09-18,1
LIQUOR LAW VIOLATION,2020-09-18,3
MOTOR VEHICLE THEFT,2020-09-18,33
NARCOTICS,2020-09-18,17
OFFENSE INVOLVING CHILDREN,2020-09-18,11
OTHER OFFENSE,2020-09-18,34
PROSTITUTION,2020-09-18,4
PUBLIC PEACE VIOLATION,2020-09-18,2
ROBBERY,2020-09-18,22
SEX OFFENSE,2020-09-18,1
THEFT,2020-09-18,110
WEAPONS VIOLATION,2020-09-18,21
ARSON,2020-09-19,1
ASSAULT,2020-09-19,47
BATTERY,2020-09-19,119
BURGLARY,2020-09-19,19
CONCEALED CARRY LICENSE VIOLATION,2020-09-19,3
CRIMINAL DAMAGE,2020-09-19,65
CRIMINAL SEXUAL ASSAULT,2020-09-19,5
CRIMINAL TRESPASS,2020-09-19,16
DECEPTIVE PRACTICE,2020-09-19,18
GAMBLING,2020-09-19,1
HOMICIDE,2020-09-19,1
INTIMIDATION,2020-09-19,1
MOTOR VEHICLE THEFT,2020-09-19,33
NARCOTICS,2020-09-19,15
OFFENSE INVOLVING CHILDREN,2020-09-19,5
OTHER OFFENSE,2020-09-19,42
PROSTITUTION,2020-09-19,3
ROBBERY,2020-09-19,31
SEX OFFENSE,2020-09-19,1
THEFT,2020-09-19,118
WEAPONS VIOLATION,2020-09-19,39
ASSAULT,2020-09-20,58
BATTERY,2020-09-20,153
BURGLARY,2020-09-20,17
CRIMINAL DAMAGE,2020-09-20,76
CRIMINAL SEXUAL ASSAULT,2020-09-20,1
CRIMINAL TRESPASS,2020-09-20,10
